region	chr	midPos	Nsites
(717,2970)(53804,61085)(50000,100000)	JASDQU010242954.1	75000	2255	0.537496
(170,580)(157581,158181)(150000,200000)	JASDQU010243083.1	175000	412	0.043281
(699,2149)(81483,85269)(50000,100000)	JASDQU010243103.1	75000	1452	0.423100
(1477,1943)(194078,194601)(150000,200000)	JASDQU010243127.1	175000	468	0.050906
(680,873)(119676,119876)(100000,150000)	JASDQU010243175.1	125000	195	0.328975
(884,1881)(54481,58311)(50000,100000)	JASDQU010243213.1	75000	999	0.316288
(159,304)(54700,91105)(50000,100000)	JASDQU010243242.1	75000	147	0.055657
(305,787)(102239,103368)(100000,150000)	JASDQU010243242.1	125000	484	0.028945
(788,874)(180847,181102)(150000,200000)	JASDQU010243242.1	175000	88	0.053926
(875,1322)(230195,241181)(200000,250000)	JASDQU010243242.1	225000	449	0.236156
(556,845)(74261,74575)(50000,100000)	JASDQU010243251.1	75000	291	0.274233
(397,928)(59840,76515)(50000,100000)	JASDQU010243258.1	75000	533	0.561798
(3,726)(69526,70286)(50000,100000)	JASDQU010243271.1	75000	725	0.112763
(337,983)(75923,76700)(50000,100000)	JASDQU010243277.1	75000	648	0.614929
(146,1116)(93720,94704)(50000,100000)	JASDQU010243296.1	75000	972	0.066289
(10,165)(50005,50161)(50000,100000)	JASDQU010243300.1	75000	157	0.060177
(153,300)(199512,199841)(150000,200000)	JASDQU010243301.1	175000	149	0.251909
(1818,2012)(54587,54960)(50000,100000)	JASDQU010243336.1	75000	196	0.366994
(654,1775)(108773,109910)(100000,150000)	JASDQU010243346.1	125000	1123	0.249911
(227,1173)(132355,133308)(100000,150000)	JASDQU010243352.1	125000	948	0.205892
(1149,1256)(58237,58367)(50000,100000)	JASDQU010243372.1	75000	109	0.100002
(301,301)(213084,213084)(200000,250000)	JASDQU010243380.1	225000	2	0.056635
(360,636)(72287,72644)(50000,100000)	JASDQU010243503.1	75000	278	0.024535
(1784,2374)(135491,136082)(100000,150000)	JASDQU010243590.1	125000	592	0.435209
(410,1695)(125603,126897)(100000,150000)	JASDQU010243633.1	125000	1287	0.541749
(743,4662)(151371,157295)(150000,200000)	JASDQU010243648.1	175000	3921	0.507846
(889,1798)(83218,86047)(50000,100000)	JASDQU010243661.1	75000	911	0.196965
(1051,1154)(100000,100117)(100000,150000)	JASDQU010243670.1	125000	105	0.228956
(1682,2275)(85174,93927)(50000,100000)	JASDQU010243695.1	75000	595	0.474747
(711,1825)(163856,164976)(150000,200000)	JASDQU010243735.1	175000	1116	0.403415
(283,1884)(52623,69154)(50000,100000)	JASDQU010243750.1	75000	1603	0.258458
(1063,1364)(90270,90607)(50000,100000)	JASDQU010243751.1	75000	303	0.052428
(285,773)(53381,53874)(50000,100000)	JASDQU010243760.1	75000	490	0.609685
(951,2021)(66407,67489)(50000,100000)	JASDQU010243790.1	75000	1072	0.802017
(135,1208)(266649,267755)(250000,300000)	JASDQU010243813.1	275000	1075	0.298669
(275,2045)(197182,199092)(150000,200000)	JASDQU010243827.1	175000	1772	0.760147
(144,156)(72013,72032)(50000,100000)	JASDQU010243840.1	75000	14	0.052793
(726,1040)(69172,69493)(50000,100000)	JASDQU010243875.1	75000	316	0.074645
(1559,1581)(183489,183546)(150000,200000)	JASDQU010243892.1	175000	24	0.355541
(1008,1652)(141252,149301)(100000,150000)	JASDQU010243897.1	125000	646	0.253526
(373,1414)(54299,55358)(50000,100000)	JASDQU010243916.1	75000	1043	0.328654
(3500,3503)(54572,54575)(50000,100000)	JASDQU010243918.1	75000	5	0.149479
(575,962)(142987,143391)(100000,150000)	JASDQU010243940.1	125000	389	0.164471
(2659,3873)(50000,51378)(50000,100000)	JASDQU010243970.1	75000	1216	0.811689
(875,1783)(78792,79739)(50000,100000)	JASDQU010243981.1	75000	910	0.641665
(278,1347)(55333,56890)(50000,100000)	JASDQU010244021.1	75000	1071	0.348195
(706,748)(101488,101540)(100000,150000)	JASDQU010244024.1	125000	44	0.041313
(2563,3284)(149185,149910)(100000,150000)	JASDQU010244035.1	125000	723	0.426321
(420,1619)(102452,103841)(100000,150000)	JASDQU010244055.1	125000	1201	-0.002670
(1218,2079)(75255,77024)(50000,100000)	JASDQU010244080.1	75000	863	0.220841
(1127,2216)(51131,55663)(50000,100000)	JASDQU010244095.1	75000	1091	0.457461
(858,2553)(50802,93366)(50000,100000)	JASDQU010244097.1	75000	1697	0.576835
(946,1733)(157270,158058)(150000,200000)	JASDQU010244108.1	175000	789	0.411931
(170,1948)(172789,178807)(150000,200000)	JASDQU010244142.1	175000	1780	0.207585
(81,177)(50002,50100)(50000,100000)	JASDQU010244155.1	75000	98	0.053555
(114,1429)(101669,128540)(100000,150000)	JASDQU010244198.1	125000	1317	0.074841
(2,271)(88340,88610)(50000,100000)	JASDQU010244205.1	75000	271	0.741275
(323,440)(296057,296226)(250000,300000)	JASDQU010244218.1	275000	119	0.333575
(441,838)(329736,330296)(300000,350000)	JASDQU010244218.1	325000	399	0.043531
(826,1156)(74156,96295)(50000,100000)	JASDQU010244220.1	75000	332	0.071278
(56,3268)(105663,109998)(100000,150000)	JASDQU010244262.1	125000	3214	0.137089
(50,1701)(133847,139440)(100000,150000)	JASDQU010244284.1	125000	1653	0.594533
(468,1035)(70077,70687)(50000,100000)	JASDQU010244318.1	75000	569	0.555595
(34,631)(50002,51602)(50000,100000)	JASDQU010244370.1	75000	599	0.552955
(47,865)(150031,150954)(150000,200000)	JASDQU010244375.1	175000	820	0.466100
(3935,4160)(112193,145392)(100000,150000)	JASDQU010244413.1	125000	227	0.812893
(3987,4432)(73641,98410)(50000,100000)	JASDQU010244417.1	75000	447	0.065515
(3209,3273)(226422,226489)(200000,250000)	JASDQU010244496.1	225000	66	0.035632
(168,426)(236702,237177)(200000,250000)	JASDQU010244500.1	225000	260	0.067873
(486,1120)(59136,76250)(50000,100000)	JASDQU010244547.1	75000	636	0.080809
(1121,1254)(118707,118840)(100000,150000)	JASDQU010244547.1	125000	135	0.035324
(214,1466)(50001,72126)(50000,100000)	JASDQU010244557.1	75000	1254	0.790708
(886,8019)(67228,79292)(50000,100000)	JASDQU010244563.1	75000	7135	0.270013
(193,364)(99823,99999)(50000,100000)	JASDQU010244567.1	75000	173	0.190311
(166,413)(153107,153598)(150000,200000)	JASDQU010244581.1	175000	249	0.246315
(123,287)(144379,144664)(100000,150000)	JASDQU010244641.1	125000	166	0.025097
(188,852)(55414,60717)(50000,100000)	JASDQU010244684.1	75000	666	0.569599
(188,265)(73697,73792)(50000,100000)	JASDQU010244705.1	75000	79	0.047915
(1083,2336)(134059,138686)(100000,150000)	JASDQU010244761.1	125000	1255	0.345196
(881,2825)(53503,55472)(50000,100000)	JASDQU010244788.1	75000	1946	0.120572
(397,750)(50000,50355)(50000,100000)	JASDQU010244794.1	75000	355	0.059853
(396,626)(53205,53517)(50000,100000)	JASDQU010244800.1	75000	232	0.154811
(128,253)(69094,69220)(50000,100000)	JASDQU010244825.1	75000	127	0.431968
(616,714)(84752,84850)(50000,100000)	JASDQU010244847.1	75000	100	0.030214
(658,1223)(140690,141265)(100000,150000)	JASDQU010244892.1	125000	567	0.428954
(328,329)(150000,150001)(150000,200000)	JASDQU010244957.1	175000	3	0.051752
(23,162)(214122,214269)(200000,250000)	JASDQU010244960.1	225000	141	0.680321
(162,1009)(91355,92248)(50000,100000)	JASDQU010244996.1	75000	849	0.455514
(5,547)(203574,204279)(200000,250000)	JASDQU010245016.1	225000	544	0.044030
(238,322)(283534,283648)(250000,300000)	JASDQU010245036.1	275000	86	0.082503
(572,784)(220312,220532)(200000,250000)	JASDQU010245108.1	225000	214	0.421004
(3645,4684)(80013,89560)(50000,100000)	JASDQU010245110.1	75000	1041	0.198692
(763,1225)(56717,57253)(50000,100000)	JASDQU010245134.1	75000	464	0.348443
(415,2764)(101133,103515)(100000,150000)	JASDQU010245138.1	125000	2351	0.738724
(537,692)(120356,120520)(100000,150000)	JASDQU010245179.1	125000	157	0.034355
(355,944)(50000,50591)(50000,100000)	JASDQU010245186.1	75000	591	0.067760
(1604,3750)(62201,64524)(50000,100000)	JASDQU010245191.1	75000	2148	0.669229
(256,865)(66201,66845)(50000,100000)	JASDQU010245203.1	75000	611	0.917565
(678,1127)(74628,84558)(50000,100000)	JASDQU010245205.1	75000	451	0.067505
(242,1572)(103856,105649)(100000,150000)	JASDQU010245209.1	125000	1332	0.842750
(268,793)(67971,68500)(50000,100000)	JASDQU010245273.1	75000	527	0.562191
(82,175)(86978,87088)(50000,100000)	JASDQU010245282.1	75000	95	0.112980
(176,293)(124434,124560)(100000,150000)	JASDQU010245282.1	125000	119	0.033250
(66,83)(60280,60307)(50000,100000)	JASDQU010245301.1	75000	19	0.162717
(939,1147)(64819,65115)(50000,100000)	JASDQU010245312.1	75000	210	0.739148
(186,395)(213131,213342)(200000,250000)	JASDQU010245356.1	225000	211	0.934116
(170,307)(59305,59446)(50000,100000)	JASDQU010245378.1	75000	139	0.789237
(1502,7312)(73007,81465)(50000,100000)	JASDQU010245390.1	75000	5812	0.152255
(495,662)(91294,91466)(50000,100000)	JASDQU010249794.1	75000	169	0.000065
(551,1295)(220839,237081)(200000,250000)	JASDQU010256313.1	225000	746	0.135012
(906,1628)(66167,66891)(50000,100000)	JASDQU010305472.1	75000	724	0.345110
(554,690)(62832,62974)(50000,100000)	JASDQU010305484.1	75000	138	0.036529
(501,1521)(110018,111527)(100000,150000)	JASDQU010305486.1	125000	1022	0.554528
(196,5217)(141272,149296)(100000,150000)	JASDQU010305507.1	125000	5023	0.360999
(893,1585)(51712,52413)(50000,100000)	JASDQU010305515.1	75000	694	0.582030
(3197,7175)(52223,58558)(50000,100000)	JASDQU010305523.1	75000	3980	0.400863
(1467,3045)(61209,91565)(50000,100000)	JASDQU010305533.1	75000	1580	0.424908
(200,394)(250275,250488)(250000,300000)	JASDQU010305570.1	275000	196	0.528181
(717,1069)(158341,158773)(150000,200000)	JASDQU010305580.1	175000	354	0.042552
(111,674)(103397,104043)(100000,150000)	JASDQU010305663.1	125000	565	0.281206
(142,245)(151724,151846)(150000,200000)	JASDQU010305701.1	175000	105	0.010979
(245,404)(83316,83521)(50000,100000)	JASDQU010305702.1	75000	161	0.352365
(216,276)(73559,73645)(50000,100000)	JASDQU010305743.1	75000	62	0.067333
(509,1030)(62177,62731)(50000,100000)	JASDQU010305747.1	75000	523	0.264535
(5,1976)(54336,71012)(50000,100000)	JASDQU010305751.1	75000	1973	0.203111
(255,4619)(118079,135756)(100000,150000)	JASDQU010305823.1	125000	4366	0.566120
(1140,1676)(95325,95883)(50000,100000)	JASDQU010305824.1	75000	538	0.705438
(811,1577)(106083,106892)(100000,150000)	JASDQU010305831.1	125000	768	0.149873
(2089,3089)(51022,61569)(50000,100000)	JASDQU010305843.1	75000	1002	0.090577
(141,778)(135897,136565)(100000,150000)	JASDQU010305915.1	125000	639	0.293573
(519,635)(67837,68051)(50000,100000)	JASDQU010305943.1	75000	118	0.020103
(632,1169)(84894,85440)(50000,100000)	JASDQU010305954.1	75000	539	0.628364
(1759,2535)(50000,51045)(50000,100000)	JASDQU010305958.1	75000	778	0.037171
(989,1601)(113011,119956)(100000,150000)	JASDQU010305961.1	125000	614	0.277320
(688,882)(151537,163903)(150000,200000)	JASDQU010306048.1	175000	196	0.249088
(4,666)(68361,69039)(50000,100000)	JASDQU010306056.1	75000	664	0.690099
(264,1848)(76339,77989)(50000,100000)	JASDQU010306077.1	75000	1586	0.359317
(259,386)(91553,96488)(50000,100000)	JASDQU010306104.1	75000	129	0.022219
(1153,3395)(139070,141317)(100000,150000)	JASDQU010306127.1	125000	2244	0.433653
(895,944)(81391,81444)(50000,100000)	JASDQU010306189.1	75000	51	-0.010446
(120,217)(74189,74400)(50000,100000)	JASDQU010306217.1	75000	99	0.477982
(81,5044)(160923,169200)(150000,200000)	JASDQU010306250.1	175000	4965	0.263679
(1113,3399)(105907,109256)(100000,150000)	JASDQU010306263.1	125000	2288	0.423890
(166,368)(112460,112662)(100000,150000)	JASDQU010306281.1	125000	204	0.065867
(1201,1826)(112051,112679)(100000,150000)	JASDQU010306330.1	125000	627	0.229847
(1431,1465)(68166,68269)(50000,100000)	JASDQU010306349.1	75000	36	0.083149
(865,1412)(110532,111150)(100000,150000)	JASDQU010306355.1	125000	549	0.252447
(275,2701)(146668,149340)(100000,150000)	JASDQU010306389.1	125000	2428	0.484184
(796,1611)(159977,160794)(150000,200000)	JASDQU010306450.1	175000	817	0.552545
(3145,3695)(100000,100974)(100000,150000)	JASDQU010306459.1	125000	552	0.772381
(747,2059)(161343,172576)(150000,200000)	JASDQU010306485.1	175000	1314	0.824109
(640,2188)(79906,82500)(50000,100000)	JASDQU010306490.1	75000	1550	0.520005
(564,634)(50000,50072)(50000,100000)	JASDQU010306492.1	75000	72	0.267912
(5014,5858)(109021,109885)(100000,150000)	JASDQU010306604.1	125000	846	0.275339
(291,409)(217875,218057)(200000,250000)	JASDQU010306618.1	225000	120	0.045036
(839,1381)(77759,94902)(50000,100000)	JASDQU010306667.1	75000	544	0.120164
(1513,2156)(54570,55223)(50000,100000)	JASDQU010306765.1	75000	645	0.154662
(1264,2022)(175312,176095)(150000,200000)	JASDQU010306769.1	175000	760	0.235544
(1831,1865)(150000,150035)(150000,200000)	JASDQU010306792.1	175000	36	0.535317
(1632,2012)(87161,91927)(50000,100000)	JASDQU010306800.1	75000	382	0.037596
(874,1634)(70151,70931)(50000,100000)	JASDQU010306812.1	75000	762	0.717505
(487,3091)(125529,133439)(100000,150000)	JASDQU010306826.1	125000	2606	0.317337
(615,706)(162369,162482)(150000,200000)	JASDQU010306838.1	175000	93	0.016089
(1110,1729)(52775,53438)(50000,100000)	JASDQU010306904.1	75000	621	0.720544
(129,2871)(60600,64242)(50000,100000)	JASDQU010306916.1	75000	2744	0.398460
(51,2908)(67791,70859)(50000,100000)	JASDQU010307009.1	75000	2859	0.156741
(84,110)(66163,66217)(50000,100000)	JASDQU010307044.1	75000	28	0.052102
(986,1169)(146724,146915)(100000,150000)	JASDQU010307115.1	125000	185	0.019667
(476,572)(236508,236611)(200000,250000)	JASDQU010307131.1	225000	98	0.089898
(134,828)(68509,73198)(50000,100000)	JASDQU010307231.1	75000	696	0.036559
(3781,7369)(56653,74256)(50000,100000)	JASDQU010307247.1	75000	3590	0.673080
(1880,3148)(292750,296638)(250000,300000)	JASDQU010307278.1	275000	1270	0.254511
(954,2945)(97899,99922)(50000,100000)	JASDQU010307334.1	75000	1993	0.322597
(227,512)(199710,199999)(150000,200000)	JASDQU010307348.1	175000	287	0.490988
(469,490)(220507,220539)(200000,250000)	JASDQU010307357.1	225000	23	0.055878
(165,1649)(60065,66242)(50000,100000)	JASDQU010307373.1	75000	1486	0.024847
(144,737)(160665,161270)(150000,200000)	JASDQU010307395.1	175000	595	0.126632
(461,828)(61430,67806)(50000,100000)	JASDQU010307399.1	75000	369	0.159128
(2552,2680)(69773,69902)(50000,100000)	JASDQU010307403.1	75000	130	0.021433
(121,310)(80661,80912)(50000,100000)	JASDQU010307404.1	75000	191	0.047561
(242,808)(89807,90374)(50000,100000)	JASDQU010307429.1	75000	568	0.285750
(883,1207)(50000,50326)(50000,100000)	JASDQU010307468.1	75000	326	0.360558
(684,3364)(56250,59598)(50000,100000)	JASDQU010307485.1	75000	2682	0.037584
(648,1050)(109040,109444)(100000,150000)	JASDQU010307526.1	125000	404	0.212459
(156,677)(53467,54005)(50000,100000)	JASDQU010307542.1	75000	523	0.233756
(182,1758)(56877,58592)(50000,100000)	JASDQU010307562.1	75000	1578	0.263735
(145,2871)(50000,82980)(50000,100000)	JASDQU010307656.1	75000	2728	0.032460
(2872,3973)(294004,295135)(250000,300000)	JASDQU010307656.1	275000	1103	0.800444
(3974,5244)(437589,438878)(400000,450000)	JASDQU010307656.1	425000	1272	0.338704
(5245,5352)(481499,481607)(450000,500000)	JASDQU010307656.1	475000	109	0.074830
(3599,5202)(50326,52935)(50000,100000)	JASDQU010307663.1	75000	1605	0.259176
(566,647)(100002,100103)(100000,150000)	JASDQU010307822.1	125000	83	0.793107
(115,767)(71164,87137)(50000,100000)	JASDQU010307871.1	75000	654	0.070315
(934,1528)(193182,193796)(150000,200000)	JASDQU010307888.1	175000	596	0.343445
(47,1656)(56070,58403)(50000,100000)	JASDQU010307914.1	75000	1611	0.266567
(905,2130)(50000,83336)(50000,100000)	JASDQU010307920.1	75000	1227	0.441576
(1103,1535)(74511,75165)(50000,100000)	JASDQU010307922.1	75000	434	0.259063
(503,4166)(222610,248955)(200000,250000)	JASDQU010307937.1	225000	3665	0.666839
(305,1187)(171444,172412)(150000,200000)	JASDQU010307992.1	175000	884	0.692059
(758,1287)(123135,123671)(100000,150000)	JASDQU010308034.1	125000	531	0.803047
(1070,1508)(100057,100730)(100000,150000)	JASDQU010308043.1	125000	440	0.175700
(1265,2717)(103632,118131)(100000,150000)	JASDQU010308076.1	125000	1454	0.068281
(746,2278)(57992,65368)(50000,100000)	JASDQU010308096.1	75000	1534	0.533014
(1006,2026)(61994,63738)(50000,100000)	JASDQU010308097.1	75000	1022	0.551689
(2559,2784)(62301,62783)(50000,100000)	JASDQU010308127.1	75000	227	0.038836
(1942,2782)(65627,66509)(50000,100000)	JASDQU010308128.1	75000	842	0.329526
(2783,2920)(163979,164126)(150000,200000)	JASDQU010308128.1	175000	139	0.621151
(2921,3329)(211556,212042)(200000,250000)	JASDQU010308128.1	225000	410	0.013982
(940,1335)(154362,154881)(150000,200000)	JASDQU010308133.1	175000	397	0.280088
(344,764)(137390,137851)(100000,150000)	JASDQU010308138.1	125000	422	0.035660
(943,1128)(158787,159949)(150000,200000)	JASDQU010308276.1	175000	187	0.267677
(1263,3366)(67290,70033)(50000,100000)	JASDQU010308281.1	75000	2105	0.357957
(1604,2386)(52532,53383)(50000,100000)	JASDQU010308362.1	75000	784	0.245405
(1722,2370)(50000,50661)(50000,100000)	JASDQU010308438.1	75000	650	0.821791
(477,596)(64263,64393)(50000,100000)	JASDQU010308445.1	75000	121	0.019509
(773,905)(104809,104952)(100000,150000)	JASDQU010308450.1	125000	134	0.147568
(33,150)(73656,73810)(50000,100000)	JASDQU010308477.1	75000	119	0.482247
(151,1302)(130163,149999)(100000,150000)	JASDQU010308477.1	125000	1153	0.247092
(693,6812)(225421,234732)(200000,250000)	JASDQU010308488.1	225000	6121	0.223092
(392,3248)(84777,88671)(50000,100000)	JASDQU010308496.1	75000	2858	0.584702
(496,1440)(76302,77250)(50000,100000)	JASDQU010308534.1	75000	946	0.195407
(483,813)(136597,136929)(100000,150000)	JASDQU010308617.1	125000	332	0.120348
(2943,4678)(53065,56387)(50000,100000)	JASDQU010308619.1	75000	1737	0.705275
(1,35)(68528,68568)(50000,100000)	JASDQU010308620.1	75000	36	0.052167
(263,595)(88101,88649)(50000,100000)	JASDQU010308676.1	75000	334	0.038374
(142,429)(53461,96314)(50000,100000)	JASDQU010308762.1	75000	289	0.114622
(931,1103)(106870,107048)(100000,150000)	JASDQU010308824.1	125000	174	0.657823
(399,564)(155019,155184)(150000,200000)	JASDQU010308827.1	175000	167	0.016612
(2298,2364)(107840,107995)(100000,150000)	JASDQU010308861.1	125000	68	0.301604
(1004,1748)(55606,56386)(50000,100000)	JASDQU010308944.1	75000	746	0.422731
(1059,1631)(103567,104477)(100000,150000)	JASDQU010308988.1	125000	574	0.418668
(280,1596)(82345,84247)(50000,100000)	JASDQU010308999.1	75000	1318	0.318015
(539,2199)(121444,126184)(100000,150000)	JASDQU010309011.1	125000	1662	0.176826
(196,840)(80408,81067)(50000,100000)	JASDQU010309023.1	75000	646	0.183897
(226,1244)(75703,79870)(50000,100000)	JASDQU010309134.1	75000	1020	0.369276
(135,679)(107890,108455)(100000,150000)	JASDQU010309135.1	125000	546	0.251057
(870,1059)(63572,63825)(50000,100000)	JASDQU010309158.1	75000	191	0.007060
(710,1081)(53487,53986)(50000,100000)	JASDQU010309175.1	75000	373	0.035009
(201,334)(87451,87589)(50000,100000)	JASDQU010309198.1	75000	135	0.130156
(489,965)(229277,230183)(200000,250000)	JASDQU010309204.1	225000	478	0.041953
(1157,1736)(68454,69069)(50000,100000)	JASDQU010309208.1	75000	581	0.055175
(641,1383)(67570,68315)(50000,100000)	JASDQU010309213.1	75000	744	0.097408
(33,125)(85945,86058)(50000,100000)	JASDQU010309278.1	75000	94	0.034298
(1045,1517)(52728,53298)(50000,100000)	JASDQU010309305.1	75000	474	0.270743
(2554,2965)(50000,50416)(50000,100000)	JASDQU010309320.1	75000	413	0.567838
(593,1596)(121790,140289)(100000,150000)	JASDQU010309325.1	125000	1005	0.475898
(129,552)(51976,52421)(50000,100000)	JASDQU010309347.1	75000	425	0.074899
(365,578)(123815,124052)(100000,150000)	JASDQU010309400.1	125000	215	0.472472
(1172,2212)(50000,53423)(50000,100000)	JASDQU010309453.1	75000	1042	0.078590
(1252,2483)(91844,93117)(50000,100000)	JASDQU010309477.1	75000	1233	0.384174
(254,2026)(59701,97147)(50000,100000)	JASDQU010309485.1	75000	1774	0.683719
(2027,2087)(300557,300633)(300000,350000)	JASDQU010309485.1	325000	62	0.945891
(117,691)(68260,76931)(50000,100000)	JASDQU010309737.1	75000	576	0.504139
(2237,3059)(108301,109146)(100000,150000)	JASDQU010309764.1	125000	824	0.323936
